Id,Age,Gender,Departments,Average Score,Habit,Field_of_Interest,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred_Location,Key Factors for Future Job,Major
4287,19,1,3,7.3,"3,4,1","2,6,7",2,1,5,4,3,1,3,1,1,1,2,2,3,1,2,"1,1,5",21
4288,18,2,1,7.6,"1,6,4","10,5,6",1,5,2,5,3,2,3,3,1,2,3,1,1,2,2,"2,5,3",4
4289,17,2,3,8.1,"4,8,7","1,12,4",4,5,3,4,3,2,3,2,2,2,3,1,2,3,1,"7,5,1",5
4290,18,2,1,8.54,"1,5,4","1,2,6",4,3,1,5,2,3,1,2,1,1,3,1,3,3,3,"3,6,2",4
4291,18,2,1,9.42,"8,2,7","11,7,9",3,2,1,3,2,1,3,2,3,2,1,2,2,2,2,"1,1,7",13
4292,17,2,1,9.21,"1,8,2","11,2,5",3,1,3,1,3,1,1,3,1,2,1,1,2,3,2,"3,8,6",8
4293,17,2,3,8.57,"3,2,4","10,12,9",4,3,1,4,1,1,1,3,2,3,1,2,2,3,2,"2,1,3",5
4294,16,2,5,7.35,"2,6,4","10,3,9",3,5,5,3,2,3,1,1,1,2,3,3,1,2,1,"1,7,1",1
4295,19,1,4,7.67,"4,5,1","10,11,5",2,2,4,5,1,1,2,2,3,3,1,1,2,1,1,"3,2,6",1
4296,19,1,4,8.42,"5,1,7","10,12,8",5,1,4,5,2,1,1,2,3,1,3,3,3,1,3,"2,5,7",6
4297,19,1,2,7.99,"2,8,4","1,10,7",2,4,3,4,2,1,2,2,2,1,3,2,3,1,3,"2,3,1",15
4298,18,2,3,8.11,"3,6,7","10,2,7",1,4,4,1,3,3,3,1,3,1,1,2,2,1,1,"2,6,5",5
4299,16,1,2,9.34,"5,8,1","1,3,5",3,2,3,1,3,1,2,3,1,2,3,2,2,2,3,"1,4,6",8
4300,17,2,5,7.45,"8,1,2","12,6,8",5,4,2,4,3,2,2,2,3,1,1,1,1,2,1,"1,6,2",2
4301,18,1,4,7.84,"4,2,6","12,2,5",1,5,2,5,3,1,2,3,2,1,2,1,3,1,1,"4,3,2",4
4302,18,1,1,7.79,"4,1,7","1,12,9",5,1,4,1,1,2,1,1,2,1,3,3,3,3,3,"6,8,1",4
4303,19,2,4,9.29,"2,6,5","10,6,7",4,3,5,5,1,2,2,3,3,3,1,1,3,2,1,"7,6,1",1
4304,16,2,2,8.37,"4,7,3","1,10,8",5,2,4,4,3,1,2,3,1,3,1,2,1,1,1,"4,6,8",8
4305,19,1,3,8.57,"6,2,8","1,3,4",1,3,1,5,2,2,1,2,2,3,1,1,1,2,3,"3,1,2",22
4306,16,2,1,7.91,"6,3,2","12,2,7",3,5,2,3,3,3,2,1,1,2,3,1,1,3,3,"7,6,1",13
4307,18,1,4,8.54,"8,4,6","3,4,8",5,1,3,5,2,3,1,2,2,1,1,2,3,2,2,"1,2,8",1
4308,17,1,4,7.98,"7,5,3","12,7,9",4,5,1,1,1,3,3,1,1,3,3,1,2,2,1,"3,2,1",1
4309,19,1,1,8.34,"2,5,8","11,12,3",1,3,1,2,1,1,1,2,2,3,2,2,3,2,2,"6,1,4",4
4310,19,2,1,7.61,"5,6,8","1,4,8",1,1,1,5,3,1,3,2,3,3,2,2,3,2,2,"7,6,8",11
4311,16,2,1,8.01,"8,5,2","11,8,9",5,2,2,4,3,1,3,1,3,2,3,2,3,3,1,"4,1,8",6
4312,16,1,5,8.48,"4,3,1","3,4,6",1,3,4,3,2,2,1,2,3,1,3,1,1,3,3,"2,1,6",1
4313,17,1,1,8.21,"1,4,6","11,12,7",1,3,1,2,3,2,3,2,2,2,3,3,2,1,1,"1,8,2",6
4314,18,2,1,7.38,"7,3,2","10,12,2",1,1,2,2,2,3,1,1,3,2,1,2,2,2,3,"6,8,1",6
4315,17,2,1,8.65,"5,2,3","12,3,9",2,2,1,3,1,3,3,2,3,2,3,1,2,3,3,"4,8,5",6
4316,19,2,3,8.29,"4,2,1","10,2,6",1,2,1,2,2,2,3,3,2,3,1,1,3,1,3,"5,8,7",5
4317,17,1,5,8.65,"7,3,2","1,5,6",2,1,1,4,3,3,2,3,1,2,1,2,3,3,3,"5,4,6",14
4318,19,1,1,8.53,"6,7,4","1,12,4",3,2,2,2,2,3,2,1,1,2,2,3,3,2,1,"5,1,2",13
4319,19,2,1,8.04,"4,8,2","11,5,8",4,1,5,4,2,1,1,1,3,2,1,3,2,1,3,"2,8,7",21
4320,16,1,5,9.3,"1,2,7","12,2,5",5,1,2,1,2,2,1,3,1,2,3,3,2,1,1,"4,2,7",1
4321,16,2,1,7.24,"5,1,8","3,5,6",4,3,1,5,3,3,3,3,2,2,1,2,1,3,2,"6,7,4",9
4322,17,2,4,8.01,"7,1,3","12,3,8",2,1,2,5,2,1,3,1,2,3,3,1,1,1,2,"1,5,2",1
4323,17,1,3,8.35,"7,1,4","11,6,7",2,5,5,3,2,2,1,3,2,2,2,2,2,1,1,"4,5,2",5
4324,17,1,2,9.01,"1,3,6","10,3,9",5,5,5,5,3,3,1,1,3,3,2,1,3,3,1,"6,1,5",8
4325,18,2,3,8.36,"7,1,2","1,4,7",3,5,4,5,2,2,1,1,2,2,3,2,3,1,1,"1,8,3",22
4326,19,1,1,8.67,"8,1,7","3,7,8",4,5,1,4,3,3,3,2,3,3,3,2,1,3,3,"6,5,7",11
4327,19,1,2,8.01,"5,6,1","3,5,7",3,3,2,3,1,2,1,2,2,2,3,2,3,1,1,"1,3,1",8
4328,17,1,4,8.03,"6,5,4","1,10,12",4,1,3,3,1,2,2,2,1,3,3,2,3,3,3,"7,1,6",1
4329,16,1,1,7.88,"1,2,7","11,3,6",5,3,5,1,3,2,3,1,1,3,3,1,2,2,1,"1,5,2",11
4330,18,2,1,8.77,"7,5,2","10,4,9",5,4,1,2,2,2,2,1,2,1,3,1,1,2,1,"2,8,3",10
4331,17,1,3,8.74,"7,4,6","1,3,6",3,5,1,5,3,3,2,3,3,2,3,2,2,2,2,"1,5,1",5
4332,17,1,3,7.03,"8,3,5","11,5,9",3,1,3,1,1,2,2,2,3,3,1,2,3,1,1,"1,7,3",5
4333,19,2,1,7.34,"4,8,1","1,3,9",5,2,2,1,1,1,3,3,2,1,3,3,1,2,1,"4,5,7",4
4334,18,1,1,8.23,"4,6,7","1,2,7",2,1,1,1,3,3,2,2,1,2,3,1,2,2,1,"7,1,5",10
4335,19,2,1,8.13,"8,5,2","11,7,9",1,1,4,2,3,1,2,1,1,2,2,1,2,1,2,"4,2,3",10
4336,18,1,1,9.45,"5,3,1","2,7,9",2,5,3,4,2,2,1,2,3,3,1,1,2,3,3,"4,1,3",6
4337,19,2,4,8.71,"7,5,4","12,4,8",5,2,3,1,2,1,3,3,1,3,3,2,2,1,1,"7,4,8",1
4338,16,2,3,8.41,"5,6,8","10,12,6",2,3,1,3,1,3,2,1,1,2,2,3,3,1,1,"1,2,8",21
4339,18,2,1,7.67,"1,5,2","2,4,5",2,2,4,1,2,2,2,2,1,3,1,2,2,1,3,"4,1,5",10
4340,19,2,4,7.09,"6,1,8","11,12,9",2,3,2,4,1,2,2,1,2,2,1,2,1,3,2,"1,3,2",1
4341,19,2,3,8.45,"1,7,8","2,6,7",2,4,1,2,1,2,2,1,3,1,3,2,1,1,3,"7,6,2",5
4342,18,2,4,7.09,"6,8,1","11,5,7",5,4,4,5,3,1,3,1,1,1,3,3,1,3,1,"5,3,4",4
4343,19,1,2,8.79,"2,1,6","1,12,9",3,1,4,5,2,2,3,3,1,2,3,3,1,2,3,"1,6,8",8
4344,16,2,5,8.53,"4,3,8","10,5,6",5,3,2,4,3,3,2,2,1,2,1,2,3,1,2,"2,4,1",1
4345,18,1,1,7.37,"3,8,1","1,11,7",1,2,1,1,3,1,1,1,1,2,2,3,2,2,2,"2,6,5",6
4346,16,1,1,8.29,"4,8,6","1,3,4",2,4,3,5,2,3,3,2,1,1,3,1,2,2,2,"7,3,8",4
4347,16,1,2,9.26,"5,7,6","11,12,6",2,2,4,1,3,1,3,3,3,2,2,2,2,1,1,"2,7,5",8
4348,19,1,2,9.32,"8,6,1","10,3,8",5,3,3,5,3,1,3,2,1,1,2,1,3,1,2,"8,6,7",8
4349,18,2,1,8.13,"7,8,3","10,4,9",1,2,2,4,3,3,1,1,1,3,1,3,1,1,2,"6,3,1",7
4350,18,2,4,9.17,"8,5,2","11,2,6",2,5,5,5,3,2,3,1,3,1,2,2,2,3,2,"5,6,2",5
4351,19,1,1,9.19,"6,8,4","11,4,5",2,1,1,2,3,2,2,3,2,1,3,1,1,2,3,"8,1,7",10
4352,17,2,1,9.48,"3,6,8","4,6,9",3,4,2,5,1,3,3,2,2,3,1,2,1,2,1,"8,5,1",13
4353,18,1,1,8.52,"4,2,6","10,2,4",3,4,4,2,2,1,2,2,3,1,2,3,2,1,3,"2,6,1",13
4354,17,1,1,8.32,"6,8,2","12,2,3",1,1,3,3,3,3,3,2,2,1,3,2,2,1,3,"7,8,5",13
4355,18,2,1,9.42,"2,8,1","11,3,5",2,5,4,1,1,3,2,3,1,2,3,2,2,2,3,"1,8,7",4
4356,18,1,5,8.65,"4,6,2","3,4,5",2,2,2,4,3,2,1,1,2,2,3,2,2,1,3,"8,1,2",1
4357,19,2,2,7.6,"3,1,5","11,3,5",5,2,4,5,3,2,3,1,3,2,3,3,2,1,2,"2,7,3",8
4358,17,2,1,7.13,"7,6,2","11,3,5",1,2,1,1,1,3,2,3,2,1,2,2,3,2,3,"1,7,4",10
4359,16,1,2,8.36,"5,4,6","1,2,3",1,3,1,5,3,2,1,3,2,1,3,3,1,3,3,"7,1,3",8
4360,17,2,5,9.22,"3,4,1","1,12,8",4,1,4,4,3,2,2,2,2,1,2,1,3,2,1,"4,8,1",14
4361,19,2,3,7.23,"1,4,2","11,6,9",1,4,2,2,2,1,1,2,3,3,1,2,2,1,1,"7,5,6",5
4362,17,2,5,7.99,"2,3,5","2,5,8",4,2,3,4,1,3,3,2,2,2,2,2,2,2,3,"2,1,4",1
4363,17,2,1,9.22,"7,6,2","11,6,9",1,5,4,2,2,2,2,1,2,3,3,2,1,1,1,"7,2,5",4
4364,17,1,4,8.14,"4,8,3","4,7,9",3,5,4,1,3,2,1,1,2,3,1,3,1,3,1,"1,8,5",1
4365,17,1,2,9.48,"4,5,7","12,4,9",5,2,3,2,2,2,3,2,2,1,3,3,1,2,3,"7,1,2",8
4366,16,2,2,7.04,"5,6,4","11,12,3",4,3,2,5,2,3,2,2,2,2,3,1,3,2,3,"1,6,1",16
4367,17,2,5,9.05,"8,7,2","4,5,7",2,2,2,3,2,2,3,2,1,2,2,3,3,3,1,"2,6,1",14
4368,17,1,1,7.3,"3,2,1","11,2,6",1,2,3,4,1,2,3,2,1,1,2,3,3,2,2,"1,6,3",6
4369,17,1,2,7.72,"3,6,7","1,2,8",2,5,1,3,1,1,1,1,2,2,2,2,3,3,1,"2,5,7",17
4370,19,2,4,7.7,"5,7,2","11,12,9",3,1,2,5,2,1,3,1,1,2,2,1,3,3,3,"8,1,7",21
4371,19,1,3,8.13,"7,6,2","3,6,8",5,5,2,1,1,1,3,3,2,3,3,3,2,1,1,"1,4,6",5
4372,19,1,5,8.83,"2,4,8","4,6,8",2,1,4,2,2,3,2,3,2,1,1,1,2,3,1,"6,1,4",1
4373,16,2,5,8.37,"5,8,2","3,8,9",1,4,3,1,2,3,3,1,1,2,2,1,1,2,1,"3,8,1",1
4374,17,1,5,8.08,"7,8,6","5,6,9",2,3,4,2,3,2,2,3,2,1,2,1,1,2,2,"8,3,4",2
4375,18,1,1,8.17,"6,7,2","7,8,9",3,5,3,3,3,3,1,1,2,2,3,1,1,2,3,"5,1,3",8
4376,17,1,4,7.16,"6,3,2","10,12,7",2,2,5,2,1,3,3,3,2,3,3,1,3,2,3,"2,7,3",1
4377,16,2,3,8.52,"8,6,4","10,3,9",5,3,5,1,2,2,2,3,3,3,1,1,3,3,2,"2,1,6",5
4378,17,1,5,8.51,"3,2,8","1,5,7",1,3,1,3,2,3,2,3,3,1,3,1,3,1,3,"7,5,6",3
4379,16,2,2,7.81,"4,8,6","1,3,9",4,5,4,4,1,1,3,3,3,2,2,3,2,3,2,"8,1,1",8
4380,19,1,1,7.71,"5,2,4","1,4,9",2,5,3,4,3,1,2,1,3,1,3,1,1,3,3,"5,2,4",6
4381,16,1,1,8.52,"3,6,5","1,12,7",4,4,3,4,1,3,2,3,2,3,3,3,1,1,2,"6,2,8",4
4382,18,2,1,7.96,"3,2,6","11,6,8",4,5,5,1,1,1,2,2,3,3,1,2,1,2,2,"3,2,8",10
4383,16,1,4,9.28,"8,4,2","2,3,7",4,2,1,3,3,3,2,1,1,3,1,2,1,3,2,"6,8,5",1
4384,18,1,1,8.86,"4,3,5","1,2,4",3,1,3,2,2,2,1,2,3,3,3,1,3,3,1,"6,3,1",6
4385,16,1,2,8.21,"1,8,6","10,11,3",3,2,2,5,3,3,2,2,2,2,2,1,1,2,1,"7,5,3",8
4386,16,2,3,8.95,"8,4,1","10,2,4",2,1,3,3,1,1,2,1,2,2,2,3,2,2,2,"5,7,8",21
4387,19,1,3,7.78,"1,2,7","10,12,4",4,2,2,2,3,2,3,2,1,2,2,1,1,2,2,"1,5,4",5
4388,16,2,1,7.77,"3,4,5","12,2,5",3,2,4,4,3,2,3,1,2,1,2,3,1,1,1,"8,5,7",10
4389,19,2,1,7.22,"1,2,5","2,4,7",1,4,1,5,1,1,1,3,3,2,1,3,1,1,2,"8,5,7",4
4390,17,2,1,9.03,"6,4,8","10,2,4",4,5,3,3,1,1,2,1,3,2,2,2,3,1,1,"1,8,6",13
4391,16,1,1,9.37,"4,1,5","10,6,7",3,1,4,1,2,1,2,2,1,3,3,3,3,2,2,"1,6,5",13
4392,17,1,2,9.48,"6,5,8","1,10,4",2,2,5,4,2,2,1,3,2,2,1,1,1,3,1,"3,4,5",20
4393,18,1,4,8.17,"5,3,7","11,12,4",5,1,5,1,2,3,2,1,3,2,3,3,2,1,2,"1,5,7",6
4394,19,1,4,9.32,"5,6,8","11,2,9",5,3,2,4,1,2,1,3,2,3,2,2,1,2,2,"5,7,1",4
4395,18,2,1,8.06,"6,5,4","11,5,9",2,5,5,2,2,1,1,3,2,3,3,2,2,1,2,"1,6,4",4
4396,19,2,2,8.18,"8,5,1","11,3,4",4,5,1,3,3,1,2,2,3,1,2,3,1,3,1,"6,8,7",15
4397,19,1,1,7.11,"2,4,5","12,3,9",3,2,5,3,3,3,1,1,3,3,3,2,2,2,1,"5,1,2",21
4398,16,1,2,7.32,"3,8,2","1,11,6",3,2,1,2,1,3,1,2,1,3,1,2,3,2,3,"4,8,5",8
4399,19,1,3,9.23,"3,4,6","10,4,5",1,3,4,5,1,3,2,2,1,3,2,3,1,3,3,"3,7,2",5
4400,17,1,2,7.96,"4,7,8","5,7,9",1,1,5,3,3,1,2,2,3,2,3,3,3,3,1,"4,1,1",16
4401,17,2,1,8.29,"1,3,8","3,4,7",1,2,1,4,2,3,1,3,1,2,1,1,2,1,2,"8,1,5",4
4402,16,1,2,8.46,"3,1,2","12,2,9",3,3,2,4,2,2,2,1,3,3,2,3,1,3,3,"1,8,5",8
4403,16,2,5,7.67,"8,3,5","10,8,9",1,3,1,3,3,2,1,3,2,3,3,3,1,2,3,"5,1,1",1
4404,18,2,5,8.55,"2,3,5","10,8,9",1,2,3,3,2,1,1,2,2,1,2,3,3,1,1,"4,3,5",1
4405,17,1,5,8.23,"8,5,2","1,4,6",4,5,4,2,3,3,1,2,2,2,2,2,2,1,1,"6,4,1",14
4406,16,2,1,8.32,"3,8,6","10,2,6",5,5,4,1,3,1,1,2,1,1,2,1,1,1,2,"5,1,3",8
4407,18,1,4,7.05,"7,1,3","12,7,9",4,2,5,2,3,1,3,3,3,2,3,2,3,2,2,"3,1,8",4
4408,16,1,5,9.46,"7,2,4","12,3,6",3,3,3,2,1,2,2,2,3,1,1,3,2,3,2,"7,3,4",2
4409,16,2,3,7.31,"4,1,2","12,3,9",3,5,2,1,2,2,2,3,1,1,1,3,2,3,1,"1,3,6",21
4410,18,1,3,8.62,"8,5,7","1,12,3",5,2,1,5,1,1,3,1,1,1,3,1,1,1,2,"5,7,8",21
4411,18,1,1,8.73,"3,8,7","2,3,8",3,3,3,5,1,3,2,2,2,1,1,2,2,2,3,"7,5,4",8
4412,18,2,4,7.21,"3,6,1","10,4,6",2,1,4,2,1,2,3,2,1,3,3,2,3,3,3,"5,3,1",1
4413,19,2,1,8.09,"3,8,6","6,7,8",5,4,3,4,2,3,3,3,3,2,1,3,2,3,2,"6,8,4",13
4414,17,1,3,8.69,"1,3,8","3,4,9",5,5,1,3,1,3,2,3,3,3,2,2,2,3,1,"3,2,7",5
4415,18,2,3,7.45,"4,5,2","1,12,2",2,4,1,4,3,3,2,1,1,2,2,2,3,2,2,"1,2,1",5
4416,19,1,1,7.83,"1,5,4","11,3,9",2,3,1,5,1,2,3,3,2,3,1,3,1,2,2,"6,1,5",4
4417,16,2,1,7.01,"2,4,1","11,7,9",1,1,3,4,2,2,3,3,2,3,3,1,1,2,3,"6,5,7",4
4418,16,1,5,8.51,"1,4,5","1,5,9",4,4,2,4,2,2,3,2,2,2,2,3,3,2,3,"7,2,8",1
4419,19,2,2,9.23,"2,5,7","2,7,8",3,2,3,4,3,2,3,2,2,1,2,3,3,3,1,"3,7,6",8
4420,17,2,5,7.74,"5,4,7","10,12,3",1,1,4,1,2,1,2,3,3,3,3,3,1,2,1,"6,8,5",1
4421,19,1,1,9.1,"6,1,3","1,10,12",4,3,2,5,2,1,1,2,2,3,3,2,1,2,3,"1,2,5",4
4422,16,1,1,8.74,"1,6,4","11,12,6",2,4,1,3,1,2,2,2,2,1,2,1,2,1,2,"1,7,5",10
4423,16,2,4,7.33,"1,4,5","10,6,9",2,2,4,4,3,1,2,3,3,1,3,2,1,3,2,"8,5,1",4
4424,17,1,1,9.41,"4,3,6","2,5,9",4,5,2,4,1,1,1,3,2,2,1,3,1,2,2,"5,6,7",4
4425,19,1,5,7.57,"6,4,1","11,5,6",5,5,3,4,1,3,2,1,3,2,1,3,3,2,2,"2,8,6",2
4426,16,1,5,8.43,"7,4,2","1,2,5",4,4,5,1,3,2,3,3,1,1,2,3,1,2,2,"1,2,5",14
4427,16,1,3,9.14,"5,6,3","10,2,5",4,5,3,4,1,1,3,2,3,3,1,1,1,3,2,"1,3,5",5
4428,17,1,1,8.07,"6,2,8","10,4,5",1,1,3,1,2,3,3,3,2,1,2,2,2,1,2,"2,7,6",4
4429,17,1,4,9.32,"6,8,3","3,7,9",4,3,5,2,3,2,1,3,2,2,1,3,1,2,3,"5,6,3",4
4430,16,2,1,9.33,"1,5,3","1,2,3",3,2,1,4,1,1,2,1,3,1,1,3,3,2,3,"8,4,7",6
4431,16,1,1,8.53,"6,3,4","1,3,8",1,5,2,4,3,1,2,2,1,1,3,2,3,2,3,"1,6,4",10
4432,17,2,3,7.9,"7,3,4","4,6,9",2,1,2,2,1,2,2,3,3,2,1,1,1,2,2,"1,4,8",5
4433,17,1,1,8,"2,5,6","11,4,5",4,4,5,4,2,2,1,2,1,1,3,2,3,3,1,"8,1,1",4
4434,16,2,3,7.08,"7,3,4","11,5,8",2,3,1,3,3,2,1,3,2,2,1,3,1,3,3,"8,7,5",5
4435,17,1,1,7.26,"1,6,3","1,3,4",2,1,5,3,3,1,1,2,3,3,1,1,3,3,1,"4,7,2",6
4436,16,1,4,7.38,"3,6,2","1,2,6",4,4,1,3,2,3,1,3,3,3,1,2,2,2,2,"7,4,1",1
4437,17,1,5,8.84,"3,5,1","10,2,4",3,1,1,2,3,3,2,3,3,1,3,2,3,3,2,"4,7,1",2
4438,19,2,2,7.67,"4,7,6","6,8,9",2,2,1,5,3,3,2,1,2,3,2,3,1,2,3,"8,1,5",8
4439,16,1,1,9.39,"7,2,5","12,3,8",3,2,1,5,3,3,2,1,3,2,3,2,3,2,1,"7,1,2",8
4440,16,2,1,8.16,"1,3,7","1,11,2",2,5,1,5,2,2,3,1,2,1,3,1,1,2,1,"7,5,1",4
4441,18,1,1,7.22,"3,8,6","4,5,6",1,1,2,3,1,3,3,1,1,2,3,2,1,2,3,"8,4,3",13
4442,18,1,5,8.63,"1,2,7","10,7,8",5,1,5,2,2,1,2,1,3,2,3,1,3,3,2,"7,8,4",2
4443,17,1,1,8.8,"6,5,7","10,4,7",5,4,2,3,1,1,3,2,3,2,2,3,3,1,3,"6,7,4",13
4444,17,1,4,8.84,"4,3,2","10,2,5",2,3,5,1,1,2,2,3,1,3,2,1,2,2,2,"8,1,5",4
4445,16,2,5,7.21,"2,5,7","1,3,4",3,2,1,1,3,3,3,2,1,2,2,1,1,3,3,"4,8,2",14
4446,17,1,5,7.05,"6,1,2","10,2,6",2,3,2,5,1,2,2,1,3,3,3,2,1,1,3,"4,1,6",2
4447,17,2,3,8.1,"5,7,1","4,8,9",1,3,2,5,3,2,1,3,1,3,3,1,2,3,2,"1,7,1",5
4448,17,2,1,9.05,"1,2,6","3,5,6",3,3,3,5,2,3,1,2,1,2,2,1,1,1,2,"5,1,1",9
4449,19,1,4,7.17,"1,3,8","1,3,9",4,5,4,2,2,2,3,2,2,2,3,2,1,2,3,"2,1,5",1
4450,17,1,1,8.63,"5,7,6","11,12,6",4,3,1,1,1,3,3,3,3,2,1,1,3,2,1,"8,6,1",8
4451,18,2,1,8.73,"3,6,1","11,12,5",4,4,3,1,2,3,2,1,3,2,3,3,1,1,1,"1,6,1",13
4452,18,1,2,9.33,"5,8,6","11,7,9",1,1,2,4,2,3,1,1,3,3,2,1,1,1,3,"6,1,8",8
4453,17,2,3,7.08,"7,1,5","10,3,6",1,1,1,3,2,2,2,2,1,1,1,1,2,3,1,"5,6,2",21
4454,19,1,3,7.77,"4,5,6","10,11,9",4,3,5,1,2,2,3,1,3,3,2,2,1,3,3,"7,1,4",5
4455,16,1,5,9.16,"1,6,4","10,8,9",4,3,4,2,1,3,3,3,2,1,1,3,3,1,1,"1,4,1",1
4456,19,2,4,8.22,"1,4,7","10,3,9",5,5,2,3,3,3,3,3,2,2,2,3,1,3,2,"4,7,8",4
4457,16,1,2,7.31,"3,2,1","11,3,5",1,3,1,4,3,3,3,3,2,3,3,1,3,2,2,"1,6,4",8
4458,18,2,3,7.5,"1,5,2","12,7,8",2,2,2,1,3,2,1,2,2,2,2,3,1,1,3,"2,4,3",5
4459,19,2,3,8.82,"5,7,6","1,10,4",1,4,3,3,3,3,1,3,2,3,2,3,2,3,3,"4,6,8",5
4460,16,1,1,8.38,"6,2,7","10,2,3",3,1,3,2,1,2,3,1,1,2,2,2,3,1,2,"7,8,5",13
4461,17,2,3,8.05,"4,2,7","1,10,7",3,4,2,2,1,1,2,2,2,2,1,1,1,1,1,"4,2,1",5
4462,18,1,1,7.11,"7,4,8","12,2,7",4,4,2,2,1,3,2,3,1,3,2,1,1,3,3,"4,1,2",10
4463,19,1,3,7.94,"5,1,4","1,11,7",5,2,4,5,3,1,3,2,3,3,1,1,3,2,1,"1,7,2",5
4464,17,2,2,7.4,"6,7,8","10,2,8",4,1,1,1,1,1,1,1,3,1,3,2,2,3,2,"4,1,2",16
4465,17,2,4,8.37,"2,3,4","1,2,3",5,5,2,5,3,2,1,1,2,1,3,1,2,1,1,"1,3,7",6
4466,19,1,1,7.27,"3,2,5","11,12,4",3,1,5,3,1,2,1,1,2,2,2,2,1,3,3,"1,6,3",4
4467,18,2,3,8.47,"3,1,6","3,5,9",1,4,2,3,2,3,1,1,2,2,1,1,3,3,3,"7,1,4",5
4468,16,2,1,9.31,"6,4,8","2,5,8",2,3,1,1,2,1,1,3,2,3,1,3,2,1,1,"7,5,4",4
4469,17,2,2,8.7,"8,7,6","12,7,9",4,1,3,5,3,2,1,1,1,3,3,1,3,1,1,"1,2,4",8
4470,17,2,4,7.19,"7,3,1","11,4,6",1,1,1,1,1,2,1,2,1,2,1,3,2,2,2,"4,1,2",6
4471,17,2,4,8.33,"1,4,7","12,6,7",4,5,2,3,3,1,3,2,2,2,2,1,1,3,1,"8,3,2",4
4472,18,2,1,7.55,"4,1,2","10,4,7",1,1,3,1,1,1,3,2,1,1,2,3,2,3,1,"6,1,2",13
4473,17,1,4,7.96,"3,2,7","12,2,6",1,5,4,3,1,3,1,1,3,3,2,3,3,2,3,"8,1,3",5
4474,17,2,1,8.22,"2,3,4","1,2,8",5,3,2,1,3,2,1,3,2,1,1,1,1,3,2,"5,2,8",4
4475,17,2,5,9.3,"6,2,3","4,7,8",4,5,3,2,1,3,1,3,3,3,1,2,1,1,2,"2,8,3",1
4476,16,2,1,8.69,"1,4,5","1,5,9",2,1,1,2,1,2,2,1,2,1,1,2,2,3,3,"3,4,1",10
4477,19,2,4,7.57,"3,1,7","1,6,7",4,2,1,2,3,3,1,2,2,3,1,1,1,3,1,"1,2,6",1
4478,19,1,3,9.13,"1,4,6","11,6,7",5,3,3,4,1,1,1,1,1,3,3,1,3,3,3,"7,4,1",5
4479,19,1,5,7.09,"6,7,2","12,2,6",1,3,1,2,2,2,1,1,3,1,1,3,2,2,3,"4,1,8",1
4480,17,2,4,9.23,"6,4,7","3,6,7",2,4,5,2,3,2,3,1,3,3,1,1,1,1,2,"1,3,6",1
4481,18,1,1,9.12,"1,2,5","4,5,9",1,4,5,5,1,3,1,2,2,2,2,2,2,1,2,"1,2,4",4
4482,17,1,1,7.4,"7,8,2","12,6,8",1,2,1,1,3,3,1,1,3,1,1,1,1,2,3,"3,1,6",6
4483,16,1,2,8.1,"8,7,2","1,6,8",3,1,4,1,2,1,1,1,2,2,2,1,2,3,1,"4,1,5",17
4484,17,2,1,8.58,"8,1,3","10,6,7",1,3,3,3,2,1,3,3,3,2,3,3,2,3,1,"5,1,1",13
4485,16,2,4,9.38,"2,8,5","11,6,8",5,4,1,4,1,1,3,1,1,3,3,1,2,1,1,"1,1,4",21
4486,16,2,1,7.02,"5,7,2","11,2,8",3,4,5,5,2,2,2,2,3,2,2,1,3,2,3,"3,8,1",10
4487,16,2,2,8.21,"8,7,5","1,10,3",2,4,3,5,1,1,3,1,1,1,1,2,1,2,1,"3,6,2",15
4488,17,2,5,8.3,"7,8,4","11,12,7",1,1,3,5,3,2,1,2,2,1,2,3,3,3,2,"5,1,1",1
4489,18,2,3,7.55,"6,1,8","12,7,9",3,5,5,3,2,2,2,1,2,1,2,2,3,2,1,"1,2,4",21
4490,19,2,5,9.14,"4,2,3","2,6,9",2,1,4,2,1,3,2,3,3,3,2,2,2,3,3,"5,7,3",1
4491,18,2,3,7.32,"3,8,5","11,12,5",4,3,3,2,2,2,1,1,3,2,1,2,3,3,1,"1,8,3",5
4492,18,2,1,8.03,"1,6,4","1,3,9",3,4,2,3,2,3,2,3,3,1,3,2,2,1,3,"8,4,6",21
4493,16,2,5,7.43,"8,6,7","3,6,9",1,1,3,1,2,2,1,2,1,3,3,1,3,2,1,"2,4,3",1
4494,16,2,2,7.01,"6,2,5","10,3,6",1,1,1,1,1,2,3,2,1,1,1,2,1,3,2,"7,3,8",8
4495,19,2,3,8.38,"6,4,2","12,3,4",2,1,1,3,2,1,2,1,1,2,3,1,2,1,2,"1,3,1",21
4496,16,1,3,8.49,"3,6,7","11,3,6",4,5,5,4,1,2,2,1,3,1,3,1,2,2,1,"8,6,5",5
4497,19,1,4,9.18,"1,6,3","11,12,2",3,3,1,3,1,2,3,3,1,1,3,1,1,2,3,"8,6,7",4
4498,16,1,1,7.89,"2,5,4","11,2,8",2,2,3,3,1,3,2,1,3,1,1,1,2,3,3,"6,5,8",13
